ts_code,symbol,end_date,ann_date,update_flag,version_index,n_versions_in_period,same_day_version_count,type,type_order,p_change_min,p_change_max,net_profit_min,net_profit_max,interval_class,first_ann_date,prev_ann_date,prev_update_flag,prev_type,has_later_version,source_fetched_at,version_evidence_class,pit_conclusion
002625.SZ,sz.002625,20190630,2019-07-10,1,1,1,1,预增,4,70.0,100.0,4576.0,5384.0,valid,2019-07-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002625.SZ,sz.002625,20190930,2019-08-21,1,1,1,1,预增,4,100.0,150.0,6609.0,8261.0,valid,2019-08-21,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002625.SZ,sz.002625,20191231,2019-10-31,0,1,1,1,预增,4,60.0,110.0,11285.0,14812.0,valid,2019-10-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002625.SZ,sz.002625,20200630,2020-07-15,0,1,1,1,略增,2,30.0,50.0,6553.0,7562.0,valid,2020-07-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002625.SZ,sz.002625,20201231,2020-10-30,0,1,1,1,预增,4,35.0,75.0,15523.0,20122.0,valid,2020-10-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002626.SZ,sz.002626,20181231,2018-10-24,1,1,2,1,略增,2,47.66,68.76,70000.0,80000.0,valid,2018-10-24,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002626.SZ,sz.002626,20181231,2019-01-31,0,2,2,1,略增,2,37.12,47.66,65000.0,70000.0,valid,2018-10-24,2018-10-24,1,略增,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002626.SZ,sz.002626,20190331,2019-03-29,0,1,1,1,预减,-2,-70.0,-55.0,10140.0,15211.0,valid,2019-03-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002626.SZ,sz.002626,20200331,2020-03-28,0,1,1,1,预增,4,30.0,80.0,17043.0,23598.0,valid,2020-03-28,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002626.SZ,sz.002626,20200930,2020-10-14,0,1,1,1,预增,4,40.0,60.0,73930.0,84492.0,valid,2020-10-14,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002627.SZ,sz.002627,20181231,2018-10-20,0,1,1,1,续盈,1,-20.0,10.0,8866.0,12191.0,valid,2018-10-20,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002627.SZ,sz.002627,20190331,2019-03-29,0,1,1,1,预增,4,50.0,90.0,1640.0,2078.0,valid,2019-03-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002627.SZ,sz.002627,20200331,2020-04-15,0,1,1,1,首亏,-4,-296.9428,-281.7934,-3900.0,-3600.0,valid,2020-04-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002627.SZ,sz.002627,20200630,2020-04-30,0,1,1,1,首亏,-4,-184.5359,-146.1105,-5500.0,-3000.0,valid,2020-04-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002627.SZ,sz.002627,20200930,2020-08-20,1,1,2,1,预减,-2,-61.05,-48.07,4500.0,6000.0,valid,2020-08-20,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002627.SZ,sz.002627,20200930,2020-10-14,0,2,2,1,预减,-2,-94.51,-92.68,600.0,800.0,valid,2020-08-20,2020-08-20,1,预减,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002627.SZ,sz.002627,20201231,2020-10-26,0,1,1,1,预减,-2,-73.93,-60.9,3000.0,4500.0,valid,2020-10-26,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002628.SZ,sz.002628,20181231,2018-10-23,0,1,1,1,略减,-1,-40.0,0.0,1346.0,2243.0,valid,2018-10-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002628.SZ,sz.002628,20190630,2019-04-23,0,1,1,1,预增,4,80.0,130.0,2012.0,2571.0,valid,2019-04-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002628.SZ,sz.002628,20190930,2019-08-23,1,1,2,1,预增,4,60.0,110.0,2646.0,3473.0,valid,2019-08-23,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002628.SZ,sz.002628,20190930,2019-10-15,0,2,2,1,预增,4,90.0,110.0,3142.0,3473.0,valid,2019-08-23,2019-08-23,1,预增,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002628.SZ,sz.002628,20191231,2019-10-23,1,1,2,1,预增,4,70.0,120.0,3625.0,4692.0,valid,2019-10-23,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002628.SZ,sz.002628,20191231,2020-01-22,0,2,2,1,预增,4,70.0,120.0,3625.0,4692.0,valid,2019-10-23,2019-10-23,1,预增,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002628.SZ,sz.002628,20200630,2020-07-15,0,1,1,1,预增,4,59.14,98.92,4000.0,5000.0,valid,2020-07-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002628.SZ,sz.002628,20200930,2020-10-15,0,1,1,1,预增,4,80.0,110.0,5789.0,6754.0,valid,2020-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002629.SZ,sz.002629,20181231,2018-10-29,0,1,2,1,首亏,-4,-4393.6662,-2783.5414,-8000.0,-5000.0,valid,2018-10-29,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002629.SZ,sz.002629,20181231,2019-01-31,0,2,2,1,首亏,-4,-35737.6127,-27472.2628,-66400.0,-51000.0,valid,2018-10-29,2018-10-29,0,首亏,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002629.SZ,sz.002629,20190331,2019-03-30,0,1,1,1,续亏,-3,20.8726,60.4363,-1000.0,-500.0,valid,2019-03-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002629.SZ,sz.002629,20190630,2019-07-13,0,1,1,1,续亏,-3,29.5794,57.7477,-500.0,-300.0,valid,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002629.SZ,sz.002629,20190930,2019-10-15,0,1,1,1,续亏,-3,29.1617,71.6647,-1500.0,-600.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002629.SZ,sz.002629,20191231,2020-01-21,0,1,1,1,扭亏,3,104.203,105.3345,2600.0,3300.0,valid,2020-01-21,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002629.SZ,sz.002629,20200331,2020-04-15,0,1,1,1,续亏,-3,-17.1713,1.7273,-620.0,-520.0,valid,2020-04-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002629.SZ,sz.002629,20200630,2020-07-15,0,1,1,1,续亏,-3,-195.7368,-150.2389,-1300.0,-1100.0,valid,2020-07-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002629.SZ,sz.002629,20200930,2020-10-15,0,1,1,1,续亏,-3,-95.0173,-70.6401,-2400.0,-2100.0,valid,2020-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002630.SZ,sz.002630,20181231,2018-10-26,1,1,2,1,预减,-2,-30.0,20.0,13489.0,23125.0,valid,2018-10-26,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002630.SZ,sz.002630,20181231,2019-01-31,0,2,2,1,预减,-2,-79.24,-58.49,4000.0,8000.0,valid,2018-10-26,2018-10-26,1,预减,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002630.SZ,sz.002630,20190630,2019-07-12,0,1,1,1,预减,-2,-79.0,-70.83,1800.0,2500.0,valid,2019-07-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002630.SZ,sz.002630,20190930,2019-10-12,0,1,1,1,预减,-2,-75.71,-64.01,2700.0,4000.0,valid,2019-10-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002630.SZ,sz.002630,20191231,2020-01-15,0,1,1,1,扭亏,3,114.0628,121.0943,2000.0,3000.0,valid,2020-01-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002630.SZ,sz.002630,20200331,2020-04-15,0,1,1,1,首亏,-4,-257.8917,-207.6534,-2200.0,-1500.0,valid,2020-04-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002631.SZ,sz.002631,20181231,2018-10-27,0,1,1,1,预增,4,10.0,60.0,9421.0,13703.0,valid,2018-10-27,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002631.SZ,sz.002631,20200331,2020-04-15,0,1,1,1,首亏,-4,-223.7869,-161.8934,-3000.0,-1500.0,valid,2020-04-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002631.SZ,sz.002631,20200630,2020-07-15,0,1,1,1,预减,-2,-93.44,-90.17,400.0,600.0,valid,2020-07-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002631.SZ,sz.002631,20200930,2020-08-29,0,1,1,1,预减,-2,-72.21,-58.32,2500.0,3750.0,valid,2020-08-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002632.SZ,sz.002632,20181231,2018-10-20,0,1,1,1,预增,4,90.0,140.0,23513.0,29701.0,valid,2018-10-20,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002633.SZ,sz.002633,20181231,2018-10-25,0,1,1,1,续盈,1,-29.79,20.09,380.0,650.0,valid,2018-10-25,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002633.SZ,sz.002633,20190331,2019-03-29,0,1,1,1,续亏,-3,47.3789,86.8447,-200.0,-50.0,valid,2019-03-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002633.SZ,sz.002633,20190630,2019-07-10,0,1,1,1,续亏,-3,-45.2738,3.1508,-450.0,-300.0,valid,2019-07-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002633.SZ,sz.002633,20190930,2019-08-27,0,1,1,1,续亏,-3,-1178.176,-752.1174,-1500.0,-1000.0,valid,2019-08-27,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002633.SZ,sz.002633,20191231,2019-10-25,0,1,1,1,首亏,-4,-788.8231,-592.0165,-2800.0,-2000.0,valid,2019-10-25,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002633.SZ,sz.002633,20200331,2020-04-14,0,1,1,1,续亏,-3,-778.4703,-459.0266,-1100.0,-700.0,valid,2020-04-14,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002633.SZ,sz.002633,20200630,2020-07-14,0,1,1,1,续亏,-3,27.9885,63.9942,-300.0,-150.0,valid,2020-07-14,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002633.SZ,sz.002633,20200930,2020-10-14,0,1,1,1,续亏,-3,23.17,61.58,-800.0,-400.0,valid,2020-10-14,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002634.SZ,sz.002634,20181231,2018-10-24,1,1,2,1,预减,-2,-50.0,0.0,2413.0,4826.0,valid,2018-10-24,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002634.SZ,sz.002634,20181231,2019-01-22,0,2,2,1,预减,-2,-70.0,-40.0,1448.0,2896.0,valid,2018-10-24,2018-10-24,1,预减,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002634.SZ,sz.002634,20191231,2019-10-25,0,1,1,1,预增,4,75.0,125.0,3176.0,4083.0,valid,2019-10-25,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002634.SZ,sz.002634,20200331,2020-04-14,0,1,1,1,预增,4,180.0,210.0,1181.0,1307.0,valid,2020-04-14,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002634.SZ,sz.002634,20200630,2020-07-15,0,1,1,1,预增,4,200.0,280.0,2647.0,3353.0,valid,2020-07-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002634.SZ,sz.002634,20200930,2020-10-15,0,1,1,1,预增,4,40.0,63.0,4489.0,5227.0,valid,2020-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002635.SZ,sz.002635,20181231,2018-10-30,0,1,1,1,预增,4,40.0,70.0,54807.0,66552.0,valid,2018-10-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002635.SZ,sz.002635,20190331,2019-03-30,0,1,1,1,预增,4,40.0,70.0,14525.0,17637.0,valid,2019-03-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002635.SZ,sz.002635,20191231,2020-01-23,0,1,1,1,首亏,-4,-236.9879,-191.3253,-75000.0,-50000.0,valid,2020-01-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002635.SZ,sz.002635,20200331,2020-04-15,0,1,1,1,略减,-1,-40.0,-20.0,11608.0,15477.0,valid,2020-04-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002635.SZ,sz.002635,20200630,2020-07-08,0,1,1,1,预增,4,130.0,160.0,40900.0,46235.0,valid,2020-07-08,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002636.SZ,sz.002636,20181231,2018-10-31,0,1,1,1,预减,-2,-55.0,-35.0,24180.0,34927.0,valid,2018-10-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002636.SZ,sz.002636,20190331,2019-03-29,0,1,1,1,预减,-2,-90.0,-70.0,885.0,2655.0,valid,2019-03-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002636.SZ,sz.002636,20190630,2019-04-26,0,1,1,1,预减,-2,-65.0,-50.0,6126.0,8751.0,valid,2019-04-26,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002637.SZ,sz.002637,20181231,2018-10-24,0,1,1,1,预增,4,56.81,100.72,25000.0,32000.0,valid,2018-10-24,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002637.SZ,sz.002637,20190630,2019-07-13,0,1,1,1,预增,4,120.7,157.48,18000.0,21000.0,valid,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002637.SZ,sz.002637,20190930,2019-10-15,0,1,1,1,预增,4,52.63,85.81,23000.0,28000.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002637.SZ,sz.002637,20191231,2020-01-16,0,1,1,1,预增,4,79.7,127.99,32000.0,40600.0,valid,2020-01-16,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002637.SZ,sz.002637,20200331,2020-03-16,0,1,1,1,预增,4,128.08,242.13,10000.0,15000.0,valid,2020-03-16,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002637.SZ,sz.002637,20200930,2020-10-14,0,1,1,1,预增,4,52.87,57.11,36000.0,37000.0,valid,2020-10-14,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002638.SZ,sz.002638,20181231,2018-10-26,1,1,2,1,首亏,-4,-40.0,10.0,5052.0,9262.0,valid,2018-10-26,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002638.SZ,sz.002638,20181231,2019-01-31,0,2,2,1,首亏,-4,-1881.5425,-1525.234,-150000.0,-120000.0,valid,2018-10-26,2018-10-26,1,首亏,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
002638.SZ,sz.002638,20190331,2019-03-30,0,1,1,1,预减,-2,-96.35,-72.6,200.0,1500.0,valid,2019-03-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002638.SZ,sz.002638,20190630,2019-07-13,0,1,1,1,预减,-2,-100.0,-69.87,0.0,2500.0,valid,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002638.SZ,sz.002638,20190930,2019-08-29,0,1,1,1,预减,-2,-98.62,-97.92,100.0,150.0,valid,2019-08-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002638.SZ,sz.002638,20191231,2019-10-31,0,1,1,1,扭亏,3,100.8007,101.201,1000.0,1500.0,valid,2019-10-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002638.SZ,sz.002638,20200331,2020-04-15,0,1,1,1,首亏,-4,-155.8243,-118.6081,-150.0,-50.0,valid,2020-04-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002638.SZ,sz.002638,20200630,2020-04-30,0,1,1,1,首亏,-4,-454.6056,-100.0,-2500.0,0.0,valid,2020-04-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002638.SZ,sz.002638,20200930,2020-08-31,0,1,1,1,续亏,-3,-408.62,-154.31,-3000.0,-1500.0,valid,2020-08-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002638.SZ,sz.002638,20201231,2020-10-31,1,1,1,1,扭亏,3,90.61,95.71,-3500.0,-1600.0,valid,2020-10-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002639.SZ,sz.002639,20181231,2018-10-26,0,1,1,1,扭亏,3,125.4698,135.6577,1500.0,2100.0,valid,2018-10-26,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002639.SZ,sz.002639,20190331,2019-03-30,0,1,1,1,续盈,1,-24.983,12.5255,150.0,225.0,valid,2019-03-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
002639.SZ,sz.002639,20190630,2019-07-02,1,1,1,1,续盈,1,-26.04,10.94,800.0,1200.0,valid,2019-07-02,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
