# fcst-reason-struct-full wave(batch) 003 输入渲染（由 render_batch.py 从 row_index.parquet 生成，schema v1）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=01200 type=扭亏 ts_code=600458.SH end_date=20191231 ann_date=20191031 update_flag=1

### ordinal=01464 type=扭亏 ts_code=002178.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 公司2019年度业绩预计较上年同期扭亏为盈，主要有以下两方面原因：1、2019年，公司应对多变的市场形势，聚焦核心主业、稳步经营，加强应收账款回款力度和资金管理，并积极盘活闲置或低效资源。2、公司2018年度亏损的主要原因系2018年度计提商誉减值准备约2.22亿元。根据公司对2019年底商誉等资产的初步清查，预计计提商誉减值准备对2019年度业绩的影响较小。2019年度，公司非经常性损益对归属于上市公司股东的净利润的影响金额预计在4,500万元至5,800万元,主要为资产处置收益、政府补助和其他非经常性损益等。

### ordinal=01465 type=扭亏 ts_code=002184.SZ end_date=20191231 ann_date=20200131 update_flag=0
REASON: 2019年，公司工业电气产品分销业务继续保持稳定增长，智能制造业务实现较大幅度增长，新能源业务亏损同比大幅减少。公司2019年度预计归属于上市公司股东的净利润高于前次预计，主要系2019年第四季度智能制造业务和新能源业务项目结算及回款均好于预期所致。

### ordinal=01466 type=扭亏 ts_code=002188.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 公司原法定代表人王献蜀，担任公司法定代表人期间，在未经公司董事会及股东大会批准的情况下，私自以公司名义为其及其控制的公司进行担保和变相担保，导致公司从2018年初以来被多位债权人起诉。根据企业会计准则对于或有事项确认预计负债的相关规定，公司依据当时的司法环境和相关判例，在当时知悉相关案件后，对“能够可靠地计量”的涉诉本金部分计入预计负债并披露，共计提预计负债约7.20亿元。报告期，公司业绩变动主要源于非经常性损益的情形，即冲回前期因未决诉讼计提的“预计负债”计入“营业外收入”。报告期，前述诉讼案件已经法院判决或仲裁庭裁定，其中部分案件已与债权人达成和解。依据法院判决结果及与债权人签署的《和解协议》，公司冲回前期部分已计提的预计负债并计入营业外收入。该影响导致2019年度归属于上市公司股东的净利润为：盈利40,000万元–60,000万元。

### ordinal=01467 type=扭亏 ts_code=002188.SZ end_date=20200630 ann_date=20200715 update_flag=0
REASON: 与上年同期相比，预计报告期公司净利润为盈利，主要系非经常性损益的影响，即公司完成部分业绩承诺补偿股份的回购及注销，导致公司交易性金融资产公允价值变动损益增加1,185万元。

### ordinal=01468 type=扭亏 ts_code=002190.SZ end_date=20191231 ann_date=20200122 update_flag=0
REASON: 2019年度，公司归属于上市公司股东的净利润为正，实现扭亏为盈，主要原因是：公司上半年实施了锂电业务重大资产重组，中航锂电（洛阳）有限公司和中航锂电科技有限公司不再纳入公司合并报表范围，公司因本次重组获得大额重组收益，使得归属于上市公司股东的净利润增加较多。本报告期内，公司预计非经常性损益对归属于上市公司股东的净利润的影响金额为58,822万元，较上年同期增长较大。主要是受锂电业务重大资产重组获得大额重组收益的影响。

### ordinal=01469 type=扭亏 ts_code=002192.SZ end_date=20200630 ann_date=20200428 update_flag=0
REASON: 1、由于融达锂业2019年6月恢复生产，上年同期其锂精矿未对外销售，本报告期公司大幅增加锂精矿销售业务利润；2、2019年下半年公司转让了参股公司部分股权，本报告期确认参股公司的投资损失大幅减少。

### ordinal=01470 type=扭亏 ts_code=002192.SZ end_date=20200930 ann_date=20200825 update_flag=0
REASON: 1、公司增加了自产锂精矿销售量，为公司增加了业务利润来源；2、2019年下半年公司转让了参股公司部分股权，本报告期内确认参股公司的投资损失大幅减少；3、由于新能源汽车补贴退坡、疫情爆发、我国新能源汽车销量骤降等因素，导致锂产品销售价格处于低位、锂电设备需求放缓，在一定程度上影响了公司业绩的提升。

### ordinal=01471 type=扭亏 ts_code=002192.SZ end_date=20201231 ann_date=20201027 update_flag=1
REASON: 公司本报告期整体业绩较上年扭亏为盈，具体变动的原因如下：1、本报告期锂精矿销售收入较上年大幅增长；2、本报告期资产减值损失较上年大幅减少；3、本报告期确认参股公司的投资损益较上年大幅减少。

### ordinal=01472 type=扭亏 ts_code=002196.SZ end_date=20191231 ann_date=20200122 update_flag=0
REASON: 新能源汽车行业业务受行业补贴退坡等政策影响业务增长不及预期,汽车座椅马达业务转合资公司经营,研发费用增加,2019年公司经营利润较上年有所下降;子公司上海海能、杭州德沃仕经营情况稳定，本年预计不发生商誉减值，故2019年公司转亏为盈。

### ordinal=01473 type=扭亏 ts_code=002199.SZ end_date=20200630 ann_date=20200715 update_flag=0
REASON: 1、2020年上半年公司积极应对新冠肺炎疫情的影响，较早的实现复工复产；同时受益于2020年第二季度市场需求旺盛，公司销售订单同比增加，营业收入同比增长；由于营业收入扩大，导致规模效益显现，主要产品单位制造成本同比下降，毛利率同比上升。2、报告期内，公司房产税及城镇土地使用税较上年同期减少，利息收入较上年同期增加。3、报告期内，公司非经常性损益金额预计约为350万元，上年同期金额为-28.77万元，主要原因是本期收到较多与新冠肺炎疫情相关的政府补助；同时上年同期处置南二环西路的房产土地产生了偶发性的营业外支出，而本期未发生。

### ordinal=01474 type=扭亏 ts_code=002200.SZ end_date=20191231 ann_date=20200131 update_flag=0
REASON: 1.公司2018年因受南充华盛公司诉公司、杜其星诉公司两起诉讼案件败诉的影响，公司在2018年度计提工程成本101,329,042.34元，报告期内无此影响，公司毛利增加；2018年因以上诉讼确认相关违约金和利息61,017,703.89元增加营业外支出，报告期内无此影响。2.报告期内，公司通过加强费用管理和控制，期间费用较2018年有所下降。3.报告期内，公司出售金殿1#种植基地土地使用权及地上附着物、办公区土地使用权及地上建筑物与附属物、思茅基地苗木、林地使用权及地上附着物、转让成都子公司100%股权等增加非经营性损益收益15,000-17,000万元，增加公司当期利润。

### ordinal=01475 type=扭亏 ts_code=002207.SZ end_date=20191231 ann_date=20200117 update_flag=0
REASON: 1.报告期内，公司抓住市场环境改善、油服行业持续复苏的历史机遇，发挥综合油气服务能力和特色技术优势，加大高技术含量、高附加值项目的投入力度，逐步调整公司主营业务收入结构，主营业务收入和利润同比有较大增长，毛利润同比增加约2,400万元。2.报告期内主要非经常性损益项目：（1）民生银行免除的结构性交易服务费约1,600万元，计入营业外收入；（2）通过法律诉讼收回部分以前年度应收款项，转回以前年度单独进行减值测试并计提的资产减值准备约1,600万元；（3）根据最新案例判决情况及律师意见，调减2018年度计提的中安融金案件预计负债约600万元。中安融金案件尚未形成最终审理结果，对公司当期或今后的业绩影响存在不确定性。

### ordinal=01476 type=扭亏 ts_code=002207.SZ end_date=20200930 ann_date=20201015 update_flag=0
REASON: 1.受国际油价下跌、持续低迷及两次疫情影响，公司主要客户实施控本增效措施，前三季度业务工作量减少、结算价格下降，导致收入较去年同期有所下降；营业成本中，固定成本占比较大，无法与收入同比例下降，同时增加了疫情防控开支，导致公司前三季度主营业务亏损增加。第三季度，由于国际油价持续低迷、所在区域发生第二次疫情，公司部分业务工作量和结算价格较去年同期均有所下降，主营业务亏损。2．2020年9月下旬，公司参股的荷兰震旦纪能源合作社完成注销清算（详见公司于2020年9月26日在指定信息披露媒体发布的《关于参股公司清算注销完成的公告》，公告编号：2020-068）。公司根据《企业会计准则》和会计政策规定，对该笔长期股权投资予以核销，实际收取清算款项与账面价值的差额确认为投资收益、同时将原计入其他综合收益的部分转至投资收益，报告期内公司确认非经常性收益3,428.04万元。

### ordinal=01477 type=扭亏 ts_code=002209.SZ end_date=20200930 ann_date=20201015 update_flag=0
REASON: (1)公司2019年末在手订单及2020年前三季度签订的订单较上年同期有较大增长.(2)虽然受国内外新冠疫情带来的部分时间停工停产及新冠疫情造成的国外物流效率波动的影响,公司上半年订单交付周期比以往年度有所延长.但随着国内新冠疫情逐步得到有效控制和各国重启经济计划的施行,公司在做好防控工作的同时积极推动复产复工,订单交付能力逐步恢复,实现的销售收入预计较上年同期有所增长.(3)报告期内,非经常性损益对公司的净利润影响金额约为2,200万元,较去年同期增加约1,332万元.

### ordinal=01478 type=扭亏 ts_code=002213.SZ end_date=20200331 ann_date=20200415 update_flag=0
REASON: 1,本报告期公司积极做好疫情防控,及时开启网络化办公,保证有序开工,经营稳定,公司信息业务板块部分业务较上年同期有所增长;本报告期公司购买理财产品的金额增加,且加强资金管控,提高资金使用效率,故投资收益与利息收入较上年同期有所增加;国家对受疫情影响企业加大政策扶持,公司收到的政府补助较上年同期有所增加.2,报告期内,非经常性损益对当期净利润的正向影响约为102万元,主要系公司利用闲置自有资金购买理财产品产生的收益.

### ordinal=01479 type=扭亏 ts_code=002213.SZ end_date=20200630 ann_date=20200715 update_flag=0
REASON: 1、本报告期公司信息事业部加大市场开拓力度，促进订单增加、营业收入增加；同比去年，本报告期公司加强资金管控、提高资金使用效率，加之购买理财产品的金额增加，故投资收益与利息收入较上年同期有所增加；国家对受疫情影响企业加大政策扶持，公司收到的政府补助较上年同期有所增加。2、报告期内，非经常性损益对当期净利润的正向影响约为348万元，主要系公司使用闲置自有资金购买理财产品产生的收益以及收到的政府补助。

### ordinal=01480 type=扭亏 ts_code=002213.SZ end_date=20200930 ann_date=20201014 update_flag=0
REASON: 1、2020年第三季度，公司于今年并购的深圳市芯汇群微电子技术有限公司，在第三季度纳入合并范围，促进营业收入增加；公司信息事业部加大市场开拓力度，促进订单增加。2020年前三季度，公司加强资金管控、提高资金使用效率，故投资收益与利息收入较上年同期有所增加；公司严格执行预算管理，控制各项费用开支，期间费用较上年同期减少；国家对受疫情影响企业加大政策扶持，公司收到的政府补助较上年同期有所增加。2、报告期内，非经常性损益对当期净利润的正向影响约为373万元，主要系公司使用闲置自有资金购买理财产品产生的收益以及收到的政府补助。

### ordinal=01481 type=扭亏 ts_code=002229.SZ end_date=20200630 ann_date=20200428 update_flag=1
REASON: 2020年上半年受新冠肺炎疫情的影响，公司及上下游供应商、客户复工推迟，客户订单取消或延期，报告期内公司产品销售额出现下滑，经营业绩预计亏损。

### ordinal=01482 type=扭亏 ts_code=002229.SZ end_date=20200630 ann_date=20200714 update_flag=0
REASON: 1.2020年6月12日，成都高新投资集团有限公司公告披露，受让成都农村商业银行股份有限公司10%股权，受让价格约4.245元/股。截止2020年6月30日，上市公司持有成都农村商业银行股份有限公司股权3000万股，受上述股转事项影响，持有股权公允价值需重新计量，变动金额应确认为非经常性损益。截止本公告日，公司聘请的评估机构已就上述股权公允价值做出初步认定，预计公允价值将增加3,380万元-3740万元。2．因国内疫情控制较好，公司上半年主营业务好于预期。

### ordinal=01483 type=扭亏 ts_code=002229.SZ end_date=20200930 ann_date=20200831 update_flag=0
REASON: 1、因受疫情影响，公司营业收入较上年同期有所下降；2、非流动性金融资产价值评估较去年同期增长；综上，公司2020年1-9月归属于上市公司股东的净利润实现同比扭亏为盈。

### ordinal=01484 type=扭亏 ts_code=002231.SZ end_date=20191231 ann_date=20200122 update_flag=0
REASON: 1.报告期内，公司营业收入同比有所增长。2.报告期内，公司与债务人中广传播集团有限公司签署《债务偿还协议》，并收回欠款10,210.39万元。该笔应收款项已全额计提了减值准备，收回该笔款项将增加公司2019年度损益约10,210.39万元（最终以会计师事务所年度审计确认后的结果为准），该影响属于非经常性损益。

### ordinal=01485 type=扭亏 ts_code=002231.SZ end_date=20200630 ann_date=20200715 update_flag=0
REASON: 1、受新冠肺炎疫情影响，公司及公司上下游企业复工延迟，导致公司上半年营业收入同比有所下降。2、报告期内，公司非经常性损益金额区间约为700-900万元，上年同期为250.33万元。主要系公司收回2019年与中广传播集团有限公司签订的《债务偿还协议》中的余款，导致增加公司投资收益。

### ordinal=01486 type=扭亏 ts_code=002247.SZ end_date=20200930 ann_date=20201015 update_flag=0
REASON: 公司文化娱乐业务去年同期有较大金额的亏损;公司与交易对手方签订的《关于北京帝龙文化有限公司100%股权处置的协议》已于2020年6月18日生效,自2020年6月18日起公司不再将北京帝龙文化有限公司纳入合并范围,并形成了较大金额的投资收益.公司装饰贴面材料业务在受到疫情影响的情况下仍保持了持续盈利.

### ordinal=01487 type=扭亏 ts_code=002248.SZ end_date=20191231 ann_date=20200122 update_flag=0
REASON: 1、报告期内，受生产效率提高、制造费用降低及销售扩大等多重因素影响，主营业务毛利大幅增长。2、报告期内，威海华东数控股份有限公司（简称“公司”）加大清理应收账款、处置闲置资产力度，调整资产负债结构，折旧费用、财务费用和资产减值损失比上年同期大幅降低。3、公司2019年度第一次临时股东大会审议通过《关于出售资产暨关联交易的议案》，公司向威海威高齐全医疗设备有限公司转让了位于环山路698号的6宗土地使用权及地上建筑物、构筑物，该项交易预计产生收益约5,600万元。具体内容详见2019年2月28日、5月22日、5月29日刊载于巨潮资讯网（http://www.cninfo.com.cn）、《证券时报》、《证券日报》和《中国证券报》的《关于出售资产暨关联交易的公告》、《关于出售资产暨关联交易的进展公告》（公告编号：2019-012、036、037）。4、公司第五届董事会第七次会议审议通过《关于拟申请控股子公司破产清算的议案》，为维护公司及股东的合法权益，公司以债权人身份申请对控股子公司威海华东重工有限公司（以下简称“华东重工”）进行破产清算。2019年12月13日，公司收到华东重工管理人支付的第一次分配的破产债权清偿款38,309,132.24元，预计将增加收益约3,830万元。具体内容详见2018年8月13日、9月8日、10月8日、2019年1月12日、2月28日、12月16日刊载于巨潮资讯网（http://www.cninfo.com.cn）、《证券时报》和《中国证券报》的《关于拟申请控股子公司破产清算的公告》、《关于控股子公司破产清算的进展公告》（公告编号：2018-076、088、094、2019-001、017、053）。预计报告期内非经常性损益对公司净利润的影响金额约为10,600万元。

### ordinal=01488 type=扭亏 ts_code=002249.SZ end_date=20191231 ann_date=20200131 update_flag=0
REASON: 受宏观经济压力、补贴大幅退坡等因素影响，我国新能源汽车2019年产销量同比分别下降2.3%和4.0%，出现了新能源汽车推广十年来首次负增长，尤其是2019年第四季度同比下降幅度较大。上海电驱动股份有限公司（以下简称“上海电驱动”）通过利用公司车辆事业集团的资源优势，在2019年虽然取得了新能源汽车动力总成系统产品的产销量及营业收入同比增长，但受市场价格下降及行业竞争加剧等因素影响，出现“增收不增利”的情形，2019年未实现盈利。根据上海电驱动目前的经营情况及未来行业情况，经初步商誉减值测试，公司认为因收购上海电驱动而形成的商誉存在减值迹象，需要计提相应的商誉减值准备，计提金额约为10,000万元。具体金额尚待评估机构、审计机构进行评估、审计后确定。因此，相应修正2019年度归属于上市公司股东的净利润变动区间为5,000万元至15,000万元。报告期内，受公司转让北京佩特来电机驱动技术有限公司股权及处置美国休斯顿厂房等因素影响，预计非经常性损益对公司净利润的影响金额约为22,247.89万元。

### ordinal=01489 type=扭亏 ts_code=002249.SZ end_date=20200331 ann_date=20200415 update_flag=0
REASON: 1,受全球新型冠状病毒肺炎疫情影响,报告期内公司营业收入较上年同期有一定幅度的下降,但公司通过适时调整产品结构,提升越南海防生产基地的管理能力并加快上量等措施,提高了报告期销售毛利率;2,报告期内公司严格控制费用支出,管理费用,研发费用及财务费用较上年同期均有较大幅度的下降.

### ordinal=01490 type=扭亏 ts_code=002252.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 公司2019年度归属于上市公司股东的净利润预计盈利59,400万元~72,600万元，同比实现扭亏为盈，主要是因为：1、2019年血液制品行业发展势头良好，公司主营业务较上年同期大幅增长；2、2018年公司风险投资产生的公允价值变动损失和投资损失较大，并导致2018年度业绩产生较大亏损，本年度公司逐步退出风险投资，该项非经常性损益对2019年度业绩的影响大幅减少（减少损失约19.61亿元）；3、重大资产重组本年度发生的中介费用较多，导致管理费用增加；4、根据《企业会计准则第8号-资产减值》及相关会计政策规定，公司将在2019年年度报告中对商誉进行系统性减值测试。基于公司财务部门与专业评估机构和年报审计机构初步测算，预计本期计提的商誉减值总额约为1~2亿元。最终商誉减值准备计提的金额将由公司聘请的专业机构进行评估和审计后确定。

### ordinal=01491 type=扭亏 ts_code=002255.SZ end_date=20201231 ann_date=20201030 update_flag=0
REASON: 此预计数包含：1、由于公司实质性完成了江南集成的股权转让，江南集成不再纳入公司合并报表，导致公司2019年度确认的超额亏损55,655.93万元据此转回，扣除递延所得税资产影响后转回金额为47,307.54万元；2、经营性净利润；3、交易性金融资产公允价值变动测算。因公司股票交易由于2018年度、2019年度连续两个会计年度经审计的净利润为负值被深交所实行退市风险警示后，首个会计年度（2020年）预计净利润为正值，公司可以向深交所申请撤销退市风险警示。

### ordinal=01492 type=扭亏 ts_code=002259.SZ end_date=20200630 ann_date=20200715 update_flag=1
REASON: 本报告期归属于上市公司股东的净利润扭亏为盈的主要原因为:陕西绿源天然气有限公司向公司位于陕西的全资子公司陕西榆林金源天然气有限公司,米脂绿源天然气有限公司和榆林金源物流有限公司支付业绩补偿款15,815.53万元,致使公司净利润增加,该项目属于非经常性损益.

### ordinal=01493 type=扭亏 ts_code=002259.SZ end_date=20200630 ann_date=20200808 update_flag=0
REASON: 经核查，发现公司预测2020年半年度业绩时，由于相关人员工作疏忽，对业绩补偿的期间归属理解有误，将当期收到的业绩补偿款全部确认为归母净利润，造成偏差。

### ordinal=01494 type=扭亏 ts_code=002259.SZ end_date=20200930 ann_date=20201015 update_flag=0
REASON: 陕西绿源天然气有限公司向公司位于陕西的全资子公司陕西榆林金源天然气有限公司、米脂绿源天然气有限公司和榆林金源物流有限公司支付业绩补偿款15,815.53万元，致使公司净利润增加，该项目属于非经常性损益。

### ordinal=01495 type=扭亏 ts_code=002260.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 与《2019年第三季度报告全文》、《2019年第三季度报告正文》中预计的2019年度归属于上市公司股东的净利润变动区间相比产生变动的主要原因包括：1、综合公司盈利能力和期末资产负债状况，进一步考虑所得税影响，确认相关的递延所得税资产，减少了当期的所得税费用；2、2019年第四季度人民币兑美元平均汇率仍超过7.0，人民币升值不如预期，导致公司以美元结算的外销收入和毛利较预测数增加。

### ordinal=01496 type=扭亏 ts_code=002260.SZ end_date=20200331 ann_date=20200415 update_flag=0
REASON: (1)公司之全资子公司德奥直升机有限公司于2020年1月收到江苏省南通经济技术开发区人民法院发来的裁定书,公司名下位于苏通园区海维路北,黄山路南,苏十五河东侧国有建设用地使用权所有权以4,415.5万元的价格经司法拍卖转移至买受人名下.土地产权于2020年3月完成过户手续,公司因此确认扣除相关税费后相应的资产处置收益.(2)汇兑收益及收到的政府补助同比增加.

### ordinal=01497 type=扭亏 ts_code=002260.SZ end_date=20200630 ann_date=20200429 update_flag=0
REASON: 1、公司之全资子公司德奥直升机有限公司于2020年1月收到江苏省南通经济技术开发区人民法院发来的裁定书，公司名下位于苏通园区海维路北、黄山路南、苏十五河东侧国有建设用地使用权以4,415.5万元的价格经司法拍卖转移至买受人名下。土地产权于2020年3月完成过户手续，公司因此确认扣除相关税费后相应的资产处置收益。2、该净利润预测区间不含重整程序中的债务重组影响。2020年4月23日，公司收到佛山中院送达的(2019)粤06破申30-9号《民事裁定书》及(2019)粤06破申30-12号《指定管理人决定书》，裁定受理债权人对公司的重整申请。如果2020年6月30日前公司重整计划得以批准，且债务清偿实质上完成，将依照最终批准的重整计划及执行情况确认相关债务重组收益。目前尚无法估计债务重组收益可能对财务报表产生的影响。公司将随着重整程序的推进，及时披露相关信息。

### ordinal=01498 type=扭亏 ts_code=002261.SZ end_date=20191231 ann_date=20200120 update_flag=0
REASON: 报告期内，公司经营发展情况正常，本次业绩预告修正主要系如下原因：1、公司加大华为鲲鹏生态领域的研发投入；（1）加大基于华为鲲鹏处理器和系列化芯片构筑的智慧校园产品FusionCube智慧校园一体机解决方案的研发投入；（2）加大构建基于华为鲲鹏的智慧高速联网解决方案投入，助力智慧交通新生态建设，打造行业标杆。2、海外游戏推广未达预期效果啪啪三国2日本版推广受日本游戏市场环境、竞品同档期上线、产品细节体验未达玩家预期等影响，广告投放未带来预期效果。3、2019年度海云天科技部分业务因市场拓展及加大研发投入，同时受部分项目回款较原预期延后等原因，导致海云天科技报告期内业绩未达预期。

### ordinal=01499 type=扭亏 ts_code=002263.SZ end_date=20200331 ann_date=20200410 update_flag=0
REASON: 与去年同期相比，公司光学膜产品业绩贡献向好，且公司加大对资金使用效率的管控，降低了融资财务成本，实现2020年第一季度净利润扭亏为盈。

### ordinal=01500 type=扭亏 ts_code=002264.SZ end_date=20200630 ann_date=20200711 update_flag=0
REASON: 上年同期亏损主要原因为公司关闭处置了长期亏损门店，产生赔偿、固定资产和存货报损、装修长摊余额一次性摊销等损失。因2019年关闭处置了长期亏损的门店及部分子公司的股权，令公司整体盈利能力得以体现，本期业绩实现扭亏为盈。

### ordinal=01501 type=扭亏 ts_code=002264.SZ end_date=20200930 ann_date=20201014 update_flag=0
REASON: 上年同期亏损:公司关闭处置了长期亏损的门店,部分子公司的股权以及终止实施2018年限制性股票激励计划.本期业绩实现扭亏为盈:公司上年度关闭处置了亏损门店和子公司股权;加强成本管控,提升经营管理水平,令公司整体盈利能力得以体现.

### ordinal=01502 type=扭亏 ts_code=002279.SZ end_date=20191231 ann_date=20200116 update_flag=0
REASON: 公司2018年度净利润受到大额商誉减值的影响亏损幅度较大。2019年度，公司着力消除非标审计意见事项的影响，同时推进主营业务稳步发展，预计将实现扭亏为盈。

### ordinal=01503 type=扭亏 ts_code=002280.SZ end_date=20201231 ann_date=20201026 update_flag=1
REASON: 截止2020年9月30日，公司归属于上市公司股东的净利润为-10,033.02万元，公司管理层目前正在积极探讨和推进资产处置、应收回款和其他资产变现事项，但上述事项实施存在一定不确定性，可能影响2020年公司的利润情况。公司2018年度、2019年度已经持续两年亏损，根据《深圳证券交易所股票上市规则》，若公司2020年度持续亏损，公司将面临暂停上市的风险。公司提请广大投资者注意投资风险。

### ordinal=01504 type=扭亏 ts_code=002284.SZ end_date=20201231 ann_date=20201221 update_flag=0
REASON: 1、虽然受年初新冠肺炎疫情影响，宏观经济总体疲软，汽车销量下滑，公司销售不及预期。但是，下半年度随着车市回温，公司积极抢抓机遇，力争弥补年初疫情带来的损失，销售及利润同比有明显增长，预计全年实现扭亏为盈。2、报告期内，非经常性损益对公司净利润的影响金额预计为7,600万元；上年同期非经常性损益对公司净利润的影响金额为5,663万元。

### ordinal=01505 type=扭亏 ts_code=002290.SZ end_date=20200630 ann_date=20200429 update_flag=1
REASON: 本期应收保理款项计提信用减值损失大幅下降所致.

### ordinal=01506 type=扭亏 ts_code=002290.SZ end_date=20200630 ann_date=20200709 update_flag=0
REASON: 2020年1-6月公司业绩修正原因：（1）因国内疫情控制较好，公司上半年度家电外观复合材料收入较去年同期波动较小；（2）公司上半年度成本费用较去年同期有所下降。

### ordinal=01507 type=扭亏 ts_code=002290.SZ end_date=20200930 ann_date=20200807 update_flag=1
REASON: 1、本期应收保理款项计提坏账大幅下降所致；2、公司第三季度家电外观复合材料业务订单充足。

### ordinal=01508 type=扭亏 ts_code=002290.SZ end_date=20200930 ann_date=20201015 update_flag=0
REASON: 2020年第三季度公司家电外观复合材料业务订单充足,销售业绩好于预期.

### ordinal=01509 type=扭亏 ts_code=002290.SZ end_date=20201231 ann_date=20201023 update_flag=1
REASON: 1、本期应收保理款项计提坏账大幅下降；2、第四季度公司家电外观复合材料业务订单充足，产品毛利率较上年同期略有增长。

### ordinal=01510 type=扭亏 ts_code=002297.SZ end_date=20200630 ann_date=20200715 update_flag=0
REASON: 报告期业绩变动主要是因为航空航天产品销售收入增长，以及计入本期损益的政府补助增加所致。

### ordinal=01511 type=扭亏 ts_code=002297.SZ end_date=20200930 ann_date=20201015 update_flag=0
REASON: 报告期业绩变动主要是因为航空航天产品销售收入增长,合资公司亏损减少以及计入本期损益的政府补助增加所致.

### ordinal=01512 type=扭亏 ts_code=002306.SZ end_date=20200331 ann_date=20200415 update_flag=0
REASON: 1.虽然新冠肺炎疫情对公司团膳业务造成一定不利影响,但是公司管理层积极应对,盘活存量项目资源增加了公司收入,并降低团膳业务各类成本,最主要是2019年下半年新拓展团膳业务效益在一季度集中体现.2.2019年下半年以来,公司优化了组织架构,缩减管理部门和管理人员,并在此基础上定岗定薪;同时,严格压缩各项费用开支,使本报告期公司各项费用尤其是管理费用大幅下降.

### ordinal=01513 type=扭亏 ts_code=002308.SZ end_date=20201231 ann_date=20201030 update_flag=1
REASON: 1、上年同期公司针对部分资产计提减值损失导致亏损。2、2020年上半年，公司出售物业资产产生税前处置收益33,970万元（属于非经常性损益）。3、受新冠疫情的影响，公司超高分辨率数字拼接墙系统业务、儿童成长平台业务受到较大冲击。随着疫情逐步受到控制，公司业务逐步恢复。4、考虑新冠疫情对公司业务所产生的影响，为公允反映公司的资产状况，本年末公司将对各类资产进行减值测试，对存在减值迹象的资产计提减值准备或进行处置，产生的损益可能导致最终数据与本次业绩预计产生较大的差异，故公司后续将严格按照相关规则履行信息披露义务。敬请投资者注意投资风险。

### ordinal=01514 type=扭亏 ts_code=002309.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 1、本报告期内，公司电缆业务毛利率较上年略有增长，利润贡献整体平稳。2、本报告期内，公司加大了对应收款的回收力度，主要体现在四季度扶贫光伏及商业电站应收款得到较好的回收，应收款余额同比下降近40%。本期冲回了部分已计提的应收账款坏账准备，从而体现了部分利润。3、本报告期内，光通讯板块方面，光棒光纤业务受行业整体下滑的影响，导致量价齐跌。光伏板块方面，国内商业电站取消补贴后，EPC业务量相应减少；部分存量商业电站由于仍在消缺过程中，暂未实现转让销售；海外光伏电站新增业务尚在开发期，暂未实现收入；光伏组件制造业务，因扶贫光伏电站业务前三季度回款较慢，占用了大量流动资金，导致运营资金受到影响，致使产能未全部释放，单位成本无法摊薄，同时还产生了较大的财务费用，从而影响本期净利润的体现。4、本报告期内出售中利电子部分股权获得的投资收益，计入非经营性损益约5亿元，对利润的体现产生积极的影响。

### ordinal=01515 type=扭亏 ts_code=002312.SZ end_date=20191231 ann_date=20200118 update_flag=0
REASON: 1、报告期内，公司并购标的龙蟒大地第四季度利润纳入公司合并范围内，增加公司利润约1.1亿元至1.2亿元，龙蟒大地工业级磷酸一铵产量较上年同期大幅上升，整体价格持续向好，是导致利润大幅增长的主要原因；2、报告期内，非经常性损益增加公司本期净利润约1.24亿元至1.34亿元，主要包括：确认了烟台伟岸原控股股东程春应付公司约2.2亿的业绩补偿款；参股公司睿智合创（北京）科技有限公司增加0.16亿元公允价值变动收益；收到各项政府补贴0.15亿元；根据《成都我来啦网格信息技术有限公司重组协议》，补偿中邮智递科技有限公司（原成都我来啦网格信息技术有限公司）相关款项0.32亿元；根据资产评估公司初步评估结果，公司对成都三泰电子有限公司的股权投资因公允价值变动而发生非经常性损失0.85亿元至0.95亿元，具体金额以最终的资产评估报告结果为准。3、报告期内，公司持有中邮智递科技有限公司34%股权，按权益法初步核算分摊报表亏损约为1.77亿元，具体金额以中邮智递科技有限公司经审计后的报表结果为准。

### ordinal=01516 type=扭亏 ts_code=002312.SZ end_date=20200331 ann_date=20200331 update_flag=1
REASON: 公司预计2020年一季度实现净利润-800万至-1200万元，较去年同期大幅减亏。大幅减亏原因主要系龙蟒大地磷化工业务2020年一季度预计贡献净利润8,900万元，预计较去年同期净利润4,900万增长81%，增长原因主要系其核心产品工业级磷酸一铵量价齐升、复合肥销量增加，叠加原料成本较去年同期降低等因素综合影响所致。一季度公司主营磷化工业务业绩大幅增长，但公司整体预计仍为亏损主要原因系联营企业中邮智递科技有限公司主营智能快件箱业务处于行业淡季，加之受疫情影响，上游快递行业快件量下滑，全国多地快递不能进入小区等多重因素致使中邮智递一季度收入同比降低，公司将按权益法核算分摊亏损；另外公司全资子公司维度金融主营金融外包服务业务由于疫情影响，部分银行网点暂时关闭，现场服务需求减少等因素致使收入较上年同期下滑，预计将出现亏损等多重因素综合影响所致。

